#
# Dark matter halo distribution from Press-Schechter formalism
#
# Columns
#---------
# * Redshifts: 0.0 -> 3.02, step 0.02, bins 152
# * Halo mass: 1e12 -> 9.12e15 [Msun], log-even, bins 100
# * Density: number/dVc/dM
#   where,
#   - dVc: differential comvoing volume, Mpc^3/sr/[unit redshift]
#
# redshift               halo_mass[Msun]          density
1.100000000000000089e+00 6.309576200000000000e+13 4.166009300000000236e-19
1.100000000000000089e+00 6.918312300000000000e+13 3.148552599999999765e-19
1.100000000000000089e+00 7.585777900000000000e+13 2.366509400000000037e-19
1.100000000000000089e+00 8.317639500000000000e+13 1.768388299999999890e-19
1.100000000000000089e+00 9.120108900000000000e+13 1.313340399999999965e-19
1.100000000000000089e+00 1.000000000000000000e+14 9.690660599999999455e-20
1.100000000000000089e+00 1.096478100000000000e+14 7.101396600000000067e-20
1.100000000000000089e+00 1.202264200000000000e+14 5.166279599999999953e-20
1.100000000000000089e+00 1.318256400000000000e+14 3.729674299999999805e-20
1.100000000000000089e+00 1.445439200000000000e+14 2.670707099999999929e-20
1.100000000000000089e+00 1.584892400000000000e+14 1.896001000000000090e-20
1.100000000000000089e+00 1.737800000000000000e+14 1.333786100000000014e-20
1.100000000000000089e+00 1.905459600000000000e+14 9.292393500000000259e-21
1.100000000000000089e+00 2.089294700000000000e+14 6.407881400000000134e-21
1.100000000000000089e+00 2.290865800000000000e+14 4.370963300000000020e-21
1.100000000000000089e+00 2.511884300000000000e+14 2.947323500000000002e-21
1.100000000000000089e+00 2.754226000000000000e+14 1.963160099999999982e-21
1.100000000000000089e+00 3.019948500000000000e+14 1.290751700000000002e-21
1.100000000000000089e+00 3.311307400000000000e+14 8.370011099999999760e-22
1.100000000000000089e+00 3.630776100000000000e+14 5.348574899999999559e-22
1.100000000000000089e+00 3.981075300000000000e+14 3.364881300000000193e-22
1.100000000000000089e+00 4.365161800000000000e+14 2.082093700000000080e-22
1.100000000000000089e+00 4.786304200000000000e+14 1.265820100000000065e-22
1.100000000000000089e+00 5.248077900000000000e+14 7.552327100000000250e-23
1.100000000000000089e+00 5.754402600000000000e+14 4.416818000000000052e-23
1.100000000000000089e+00 6.309576100000000000e+14 2.528639700000000118e-23
1.100000000000000089e+00 6.918311800000000000e+14 1.415166500000000112e-23
1.100000000000000089e+00 7.585777900000000000e+14 7.730588399999999698e-24
1.100000000000000089e+00 8.317639000000000000e+14 4.115423799999999645e-24
1.100000000000000089e+00 9.120109400000000000e+14 2.131340599999999964e-24
1.100000000000000089e+00 9.999999900000000000e+14 1.071835299999999914e-24
1.100000000000000089e+00 1.096478100000000000e+15 5.223488799999999855e-25
1.100000000000000089e+00 1.202264200000000000e+15 2.461642700000000123e-25
1.100000000000000089e+00 1.318256300000000000e+15 1.119226600000000082e-25
1.100000000000000089e+00 1.445439300000000000e+15 4.897265800000000118e-26
1.100000000000000089e+00 1.584892500000000000e+15 2.056687499999999974e-26
1.100000000000000089e+00 1.737799900000000000e+15 8.266232299999999751e-27
1.100000000000000089e+00 1.905459600000000000e+15 3.169672400000000147e-27
1.100000000000000089e+00 2.089294600000000000e+15 1.155683399999999930e-27
1.100000000000000089e+00 2.290865800000000000e+15 3.992095000000000090e-28
1.100000000000000089e+00 2.511884200000000000e+15 1.301376999999999921e-28
1.100000000000000089e+00 2.754226200000000000e+15 3.986740600000000196e-29
1.100000000000000089e+00 3.019948500000000000e+15 1.142456400000000011e-29
1.100000000000000089e+00 3.311307300000000000e+15 3.047577399999999875e-30
1.100000000000000089e+00 3.630776100000000000e+15 7.527176499999999911e-31
1.100000000000000089e+00 3.981075200000000000e+15 1.711405399999999972e-31
1.100000000000000089e+00 4.365161800000000000e+15 3.559833899999999914e-32
1.100000000000000089e+00 4.786304000000000000e+15 6.728674399999999456e-33
1.100000000000000089e+00 5.248078000000000000e+15 1.147169099999999964e-33
1.100000000000000089e+00 5.754402600000000000e+15 1.750445299999999918e-34
1.100000000000000089e+00 6.309576500000000000e+15 2.369674800000000117e-35
1.100000000000000089e+00 6.918312400000000000e+15 2.819726399999999910e-36
1.100000000000000089e+00 7.585777700000000000e+15 2.919645000000000055e-37
1.100000000000000089e+00 8.317639000000000000e+15 2.601838799999999982e-38
1.100000000000000089e+00 9.120109600000000000e+15 1.971757299999999884e-39
1.120000000000000107e+00 1.000000000000000000e+12 6.846898500000000358e-15
1.120000000000000107e+00 1.096478100000000000e+12 5.683693999999999937e-15
1.120000000000000107e+00 1.202264200000000000e+12 4.715189700000000061e-15
1.120000000000000107e+00 1.318256400000000000e+12 3.909201900000000150e-15
1.120000000000000107e+00 1.445439200000000000e+12 3.238793300000000113e-15
1.120000000000000107e+00 1.584892500000000000e+12 2.681464300000000006e-15
1.120000000000000107e+00 1.737799900000000000e+12 2.218395599999999921e-15
1.120000000000000107e+00 1.905459600000000000e+12 1.833880300000000076e-15
1.120000000000000107e+00 2.089294600000000000e+12 1.514781099999999934e-15
1.120000000000000107e+00 2.290865900000000000e+12 1.250145600000000014e-15
1.120000000000000107e+00 2.511884300000000000e+12 1.030825799999999996e-15
1.120000000000000107e+00 2.754226200000000000e+12 8.491914000000000434e-16
1.120000000000000107e+00 3.019948400000000000e+12 6.988804800000000405e-16
1.120000000000000107e+00 3.311314700000000000e+12 5.745845400000000310e-16
1.120000000000000107e+00 3.630784100000000000e+12 4.718921699999999664e-16
1.120000000000000107e+00 3.981075300000000000e+12 3.871189400000000107e-16
1.120000000000000107e+00 4.365161900000000000e+12 3.172016899999999985e-16
1.120000000000000107e+00 4.786304300000000000e+12 2.595922499999999832e-16
1.120000000000000107e+00 5.248077800000000000e+12 2.121713400000000095e-16
1.120000000000000107e+00 5.754402600000000000e+12 1.731783900000000047e-16
1.120000000000000107e+00 6.309576400000000000e+12 1.411509700000000088e-16
1.120000000000000107e+00 6.918312000000000000e+12 1.148753600000000022e-16
1.120000000000000107e+00 7.585777800000000000e+12 9.334488400000000483e-17
1.120000000000000107e+00 8.317639300000000000e+12 7.572548700000000142e-17
1.120000000000000107e+00 9.120109300000000000e+12 6.132616500000000281e-17
1.120000000000000107e+00 9.999999800000000000e+12 4.957520400000000216e-17
1.120000000000000107e+00 1.096478100000000000e+13 3.999985399999999710e-17
1.120000000000000107e+00 1.202264200000000000e+13 3.220976500000000265e-17
1.120000000000000107e+00 1.318256400000000000e+13 2.588255300000000107e-17
1.120000000000000107e+00 1.445439300000000000e+13 2.075251700000000049e-17
1.120000000000000107e+00 1.584892500000000000e+13 1.660086600000000042e-17
1.120000000000000107e+00 1.737799900000000000e+13 1.324752800000000000e-17
1.120000000000000107e+00 1.905459500000000000e+13 1.054459499999999947e-17
1.120000000000000107e+00 2.089294600000000000e+13 8.370603799999999503e-18
1.120000000000000107e+00 2.290865900000000000e+13 6.626062899999999671e-18
1.120000000000000107e+00 2.511884200000000000e+13 5.229530100000000196e-18
1.120000000000000107e+00 2.754226000000000000e+13 4.114438099999999813e-18
1.120000000000000107e+00 3.019948600000000000e+13 3.226449999999999884e-18
1.120000000000000107e+00 3.311307400000000000e+13 2.521348500000000031e-18
1.120000000000000107e+00 3.630784200000000000e+13 1.963133899999999914e-18
1.120000000000000107e+00 3.981075200000000000e+13 1.522631800000000009e-18
1.120000000000000107e+00 4.365161900000000000e+13 1.176186800000000078e-18
1.120000000000000107e+00 4.786304400000000000e+13 9.046839199999999392e-19
1.120000000000000107e+00 5.248078000000000000e+13 6.927210600000000305e-19
1.120000000000000107e+00 5.754402200000000000e+13 5.278980799999999772e-19
1.120000000000000107e+00 6.309576200000000000e+13 4.002731100000000003e-19
1.120000000000000107e+00 6.918312300000000000e+13 3.018974800000000090e-19
1.120000000000000107e+00 7.585777900000000000e+13 2.264267100000000115e-19
1.120000000000000107e+00 8.317639500000000000e+13 1.688202600000000107e-19
1.120000000000000107e+00 9.120108900000000000e+13 1.250851500000000108e-19
1.120000000000000107e+00 1.000000000000000000e+14 9.206932499999999880e-20
1.120000000000000107e+00 1.096478100000000000e+14 6.729569199999999637e-20
1.120000000000000107e+00 1.202264200000000000e+14 4.882576399999999912e-20
1.120000000000000107e+00 1.318256400000000000e+14 3.514898500000000057e-20
1.120000000000000107e+00 1.445439200000000000e+14 2.509449199999999918e-20
1.120000000000000107e+00 1.584892400000000000e+14 1.775975500000000105e-20
1.120000000000000107e+00 1.737800000000000000e+14 1.245270200000000041e-20
1.120000000000000107e+00 1.905459600000000000e+14 8.645937299999999306e-21
1.120000000000000107e+00 2.089294700000000000e+14 5.940599099999999979e-21
1.120000000000000107e+00 2.290865800000000000e+14 4.036865999999999849e-21
1.120000000000000107e+00 2.511884300000000000e+14 2.711195299999999830e-21
1.120000000000000107e+00 2.754226000000000000e+14 1.798310599999999974e-21
1.120000000000000107e+00 3.019948500000000000e+14 1.177150000000000023e-21
1.120000000000000107e+00 3.311307400000000000e+14 7.597902799999999617e-22
1.120000000000000107e+00 3.630776100000000000e+14 4.831438600000000116e-22
1.120000000000000107e+00 3.981075300000000000e+14 3.023878799999999836e-22
1.120000000000000107e+00 4.365161800000000000e+14 1.860927000000000082e-22
1.120000000000000107e+00 4.786304200000000000e+14 1.124880600000000084e-22
1.120000000000000107e+00 5.248077900000000000e+14 6.670874800000000034e-23
1.120000000000000107e+00 5.754402600000000000e+14 3.876437599999999744e-23
1.120000000000000107e+00 6.309576100000000000e+14 2.204323800000000078e-23
1.120000000000000107e+00 6.918311800000000000e+14 1.224885200000000018e-23
1.120000000000000107e+00 7.585777900000000000e+14 6.640834599999999669e-24
1.120000000000000107e+00 8.317639000000000000e+14 3.507186799999999933e-24
1.120000000000000107e+00 9.120109400000000000e+14 1.801067700000000087e-24
1.120000000000000107e+00 9.999999900000000000e+14 8.976850600000000813e-25
1.120000000000000107e+00 1.096478100000000000e+15 4.333571400000000040e-25
1.120000000000000107e+00 1.202264200000000000e+15 2.021879099999999898e-25
1.120000000000000107e+00 1.318256300000000000e+15 9.095609999999999805e-26
1.120000000000000107e+00 1.445439300000000000e+15 3.935250200000000035e-26
1.120000000000000107e+00 1.584892500000000000e+15 1.633023300000000083e-26
1.120000000000000107e+00 1.737799900000000000e+15 6.480638699999999845e-27
1.120000000000000107e+00 1.905459600000000000e+15 2.451706500000000036e-27
1.120000000000000107e+00 2.089294600000000000e+15 8.811901800000000206e-28
1.120000000000000107e+00 2.290865800000000000e+15 2.997894799999999876e-28
1.120000000000000107e+00 2.511884200000000000e+15 9.615737300000000308e-29
1.120000000000000107e+00 2.754226200000000000e+15 2.895398799999999865e-29
1.120000000000000107e+00 3.019948500000000000e+15 8.146254100000000157e-30
1.120000000000000107e+00 3.311307300000000000e+15 2.130982999999999996e-30
1.120000000000000107e+00 3.630776100000000000e+15 5.154720899999999857e-31
1.120000000000000107e+00 3.981075200000000000e+15 1.146233699999999934e-31
1.120000000000000107e+00 4.365161800000000000e+15 2.328369699999999981e-32
1.120000000000000107e+00 4.786304000000000000e+15 4.290993399999999974e-33
1.120000000000000107e+00 5.248078000000000000e+15 7.120568999999999958e-34
1.120000000000000107e+00 5.754402600000000000e+15 1.055576199999999901e-34
1.120000000000000107e+00 6.309576500000000000e+15 1.385528600000000064e-35
1.120000000000000107e+00 6.918312400000000000e+15 1.595083400000000136e-36
1.120000000000000107e+00 7.585777700000000000e+15 1.594228200000000029e-37
1.120000000000000107e+00 8.317639000000000000e+15 1.367906399999999928e-38
1.120000000000000107e+00 9.120109600000000000e+15 9.954291800000000090e-40
1.140000000000000124e+00 1.000000000000000000e+12 6.850623300000000272e-15
1.140000000000000124e+00 1.096478100000000000e+12 5.684717200000000312e-15
1.140000000000000124e+00 1.202264200000000000e+12 4.714266499999999825e-15
1.140000000000000124e+00 1.318256400000000000e+12 3.906918300000000296e-15
1.140000000000000124e+00 1.445439200000000000e+12 3.235600199999999923e-15
1.140000000000000124e+00 1.584892500000000000e+12 2.677707499999999937e-15
1.140000000000000124e+00 1.737799900000000000e+12 2.214335100000000099e-15
1.140000000000000124e+00 1.905459600000000000e+12 1.829709300000000033e-15
1.140000000000000124e+00 2.089294600000000000e+12 1.510640299999999975e-15
1.140000000000000124e+00 2.290865900000000000e+12 1.246133799999999904e-15
1.140000000000000124e+00 2.511884300000000000e+12 1.027010699999999971e-15
1.140000000000000124e+00 2.754226200000000000e+12 8.456161300000000290e-16
1.140000000000000124e+00 3.019948400000000000e+12 6.955695299999999664e-16
1.140000000000000124e+00 3.311314700000000000e+12 5.715487700000000129e-16
1.140000000000000124e+00 3.630784100000000000e+12 4.691320600000000163e-16
1.140000000000000124e+00 3.981075300000000000e+12 3.846277600000000091e-16
1.140000000000000124e+00 4.365161900000000000e+12 3.149678500000000107e-16
1.140000000000000124e+00 4.786304300000000000e+12 2.576006900000000088e-16
1.140000000000000124e+00 5.248077800000000000e+12 2.104051099999999942e-16
1.140000000000000124e+00 5.754402600000000000e+12 1.716195400000000001e-16
1.140000000000000124e+00 6.309576400000000000e+12 1.397813100000000111e-16
1.140000000000000124e+00 6.918312000000000000e+12 1.136770100000000012e-16
1.140000000000000124e+00 7.585777800000000000e+12 9.230055799999999912e-17
1.140000000000000124e+00 8.317639300000000000e+12 7.481887699999999604e-17
1.140000000000000124e+00 9.120109300000000000e+12 6.054199100000000010e-17
1.140000000000000124e+00 9.999999800000000000e+12 4.889934800000000109e-17
1.140000000000000124e+00 1.096478100000000000e+13 3.941938799999999811e-17
1.140000000000000124e+00 1.202264200000000000e+13 3.171293300000000101e-17
1.140000000000000124e+00 1.318256400000000000e+13 2.545875999999999995e-17
1.140000000000000124e+00 1.445439300000000000e+13 2.039224999999999871e-17
1.140000000000000124e+00 1.584892500000000000e+13 1.629564799999999947e-17
1.140000000000000124e+00 1.737799900000000000e+13 1.298983299999999931e-17
1.140000000000000124e+00 1.905459500000000000e+13 1.032777799999999980e-17
1.140000000000000124e+00 2.089294600000000000e+13 8.188821699999999482e-18
1.140000000000000124e+00 2.290865900000000000e+13 6.474206200000000010e-18
1.140000000000000124e+00 2.511884200000000000e+13 5.103136900000000230e-18
1.140000000000000124e+00 2.754226000000000000e+13 4.009634799999999640e-18
1.140000000000000124e+00 3.019948600000000000e+13 3.139887600000000108e-18
1.140000000000000124e+00 3.311307400000000000e+13 2.450137700000000012e-18
1.140000000000000124e+00 3.630784200000000000e+13 1.904796399999999819e-18
1.140000000000000124e+00 3.981075200000000000e+13 1.475046300000000016e-18
1.140000000000000124e+00 4.365161900000000000e+13 1.137544900000000069e-18
1.140000000000000124e+00 4.786304400000000000e+13 8.734508199999999633e-19
1.140000000000000124e+00 5.248078000000000000e+13 6.675989099999999765e-19
1.140000000000000124e+00 5.754402200000000000e+13 5.077936199999999966e-19
1.140000000000000124e+00 6.309576200000000000e+13 3.842696700000000200e-19
1.140000000000000124e+00 6.918312300000000000e+13 2.892290799999999821e-19
1.140000000000000124e+00 7.585777900000000000e+13 2.164568799999999933e-19
1.140000000000000124e+00 8.317639500000000000e+13 1.610221599999999990e-19
1.140000000000000124e+00 9.120108900000000000e+13 1.190248500000000090e-19
1.140000000000000124e+00 1.000000000000000000e+14 8.739136699999999691e-20
1.140000000000000124e+00 1.096478100000000000e+14 6.371049800000000365e-20
1.140000000000000124e+00 1.202264200000000000e+14 4.609867500000000096e-20
1.140000000000000124e+00 1.318256400000000000e+14 3.309099900000000048e-20
1.140000000000000124e+00 1.445439200000000000e+14 2.355441200000000011e-20
1.140000000000000124e+00 1.584892400000000000e+14 1.661739100000000078e-20
1.140000000000000124e+00 1.737800000000000000e+14 1.161323600000000055e-20
1.140000000000000124e+00 1.905459600000000000e+14 8.035138800000000011e-21
1.140000000000000124e+00 2.089294700000000000e+14 5.500808000000000366e-21
1.140000000000000124e+00 2.290865800000000000e+14 3.723696899999999772e-21
1.140000000000000124e+00 2.511884300000000000e+14 2.490798899999999930e-21
1.140000000000000124e+00 2.754226000000000000e+14 1.645124799999999949e-21
1.140000000000000124e+00 3.019948500000000000e+14 1.072077399999999949e-21
1.140000000000000124e+00 3.311307400000000000e+14 6.887238900000000088e-22
1.140000000000000124e+00 3.630776100000000000e+14 4.357892300000000121e-22
1.140000000000000124e+00 3.981075300000000000e+14 2.713293300000000110e-22
1.140000000000000124e+00 4.365161800000000000e+14 1.660624700000000001e-22
1.140000000000000124e+00 4.786304200000000000e+14 9.979929799999999954e-23
1.140000000000000124e+00 5.248077900000000000e+14 5.882251800000000193e-23
1.140000000000000124e+00 5.754402600000000000e+14 3.396139300000000268e-23
1.140000000000000124e+00 6.309576100000000000e+14 1.918061800000000038e-23
1.140000000000000124e+00 6.918311800000000000e+14 1.058155299999999953e-23
1.140000000000000124e+00 7.585777900000000000e+14 5.693305399999999773e-24
1.140000000000000124e+00 8.317639000000000000e+14 2.982623300000000165e-24
1.140000000000000124e+00 9.120109400000000000e+14 1.518671899999999953e-24
1.140000000000000124e+00 9.999999900000000000e+14 7.501284799999999823e-25
1.140000000000000124e+00 1.096478100000000000e+15 3.586772800000000129e-25
1.140000000000000124e+00 1.202264200000000000e+15 1.656578700000000022e-25
1.140000000000000124e+00 1.318256300000000000e+15 7.372653999999999891e-26
1.140000000000000124e+00 1.445439300000000000e+15 3.153675800000000100e-26
1.140000000000000124e+00 1.584892500000000000e+15 1.292969199999999992e-26
1.140000000000000124e+00 1.737799900000000000e+15 5.065731199999999829e-27
1.140000000000000124e+00 1.905459600000000000e+15 1.890491299999999828e-27
1.140000000000000124e+00 2.089294600000000000e+15 6.697116600000000365e-28
1.140000000000000124e+00 2.290865800000000000e+15 2.243618600000000056e-28
1.140000000000000124e+00 2.511884200000000000e+15 7.079533100000000319e-29
1.140000000000000124e+00 2.754226200000000000e+15 2.094904399999999957e-29
1.140000000000000124e+00 3.019948500000000000e+15 5.785718099999999957e-30
1.140000000000000124e+00 3.311307300000000000e+15 1.483873099999999946e-30
1.140000000000000124e+00 3.630776100000000000e+15 3.514588000000000174e-31
1.140000000000000124e+00 3.981075200000000000e+15 7.641661300000000462e-32
1.140000000000000124e+00 4.365161800000000000e+15 1.515511099999999900e-32
1.140000000000000124e+00 4.786304000000000000e+15 2.722431000000000094e-33
1.140000000000000124e+00 5.248078000000000000e+15 4.395906699999999996e-34
1.140000000000000124e+00 5.754402600000000000e+15 6.329138800000000531e-35
1.140000000000000124e+00 6.309576500000000000e+15 8.052214500000000613e-36
1.140000000000000124e+00 6.918312400000000000e+15 8.965691400000000646e-37
1.140000000000000124e+00 7.585777700000000000e+15 8.646344999999999869e-38
1.140000000000000124e+00 8.317639000000000000e+15 7.140359800000000003e-39
1.140000000000000124e+00 9.120109600000000000e+15 4.987333300000000269e-40
1.159999999999999920e+00 1.000000000000000000e+12 6.851725699999999798e-15
1.159999999999999920e+00 1.096478100000000000e+12 5.683543200000000266e-15
1.159999999999999920e+00 1.202264200000000000e+12 4.711502599999999670e-15
1.159999999999999920e+00 1.318256400000000000e+12 3.903095199999999936e-15
1.159999999999999920e+00 1.445439200000000000e+12 3.231121500000000058e-15
1.159999999999999920e+00 1.584892500000000000e+12 2.672878300000000067e-15
1.159999999999999920e+00 1.737799900000000000e+12 2.209381700000000108e-15
1.159999999999999920e+00 1.905459600000000000e+12 1.824795899999999940e-15
1.159999999999999920e+00 2.089294600000000000e+12 1.505882500000000070e-15
1.159999999999999920e+00 2.290865900000000000e+12 1.241611000000000090e-15
1.159999999999999920e+00 2.511884300000000000e+12 1.022772999999999906e-15
1.159999999999999920e+00 2.754226200000000000e+12 8.416920899999999945e-16
1.159999999999999920e+00 3.019948400000000000e+12 6.919713900000000267e-16
1.159999999999999920e+00 3.311314700000000000e+12 5.682768900000000043e-16
1.159999999999999920e+00 3.630784100000000000e+12 4.661785099999999863e-16
1.159999999999999920e+00 3.981075300000000000e+12 3.819785900000000040e-16
1.159999999999999920e+00 4.365161900000000000e+12 3.126052899999999757e-16
1.159999999999999920e+00 4.786304300000000000e+12 2.555047100000000004e-16
1.159999999999999920e+00 5.248077800000000000e+12 2.085544299999999978e-16
1.159999999999999920e+00 5.754402600000000000e+12 1.699927100000000073e-16
1.159999999999999920e+00 6.309576400000000000e+12 1.383571800000000088e-16
1.159999999999999920e+00 6.918312000000000000e+12 1.124352200000000065e-16
1.159999999999999920e+00 7.585777800000000000e+12 9.122182900000000222e-17
1.159999999999999920e+00 8.317639300000000000e+12 7.388516900000000314e-17
1.159999999999999920e+00 9.120109300000000000e+12 5.973664100000000615e-17
1.159999999999999920e+00 9.999999800000000000e+12 4.820710000000000289e-17
1.159999999999999920e+00 1.096478100000000000e+13 3.882635900000000164e-17
1.159999999999999920e+00 1.202264200000000000e+13 3.120660299999999856e-17
1.159999999999999920e+00 1.318256400000000000e+13 2.502789000000000095e-17
1.159999999999999920e+00 1.445439300000000000e+13 2.002681700000000134e-17
1.159999999999999920e+00 1.584892500000000000e+13 1.598674900000000057e-17
1.159999999999999920e+00 1.737799900000000000e+13 1.272960700000000009e-17
1.159999999999999920e+00 1.905459500000000000e+13 1.010930899999999928e-17
1.159999999999999920e+00 2.089294600000000000e+13 8.006051999999999652e-18
1.159999999999999920e+00 2.290865900000000000e+13 6.321849399999999822e-18
1.159999999999999920e+00 2.511884200000000000e+13 4.976598999999999876e-18
1.159999999999999920e+00 2.754226000000000000e+13 3.904937300000000047e-18
1.159999999999999920e+00 3.019948600000000000e+13 3.053597799999999832e-18
1.159999999999999920e+00 3.311307400000000000e+13 2.379306700000000085e-18
1.159999999999999920e+00 3.630784200000000000e+13 1.846896399999999919e-18
1.159999999999999920e+00 3.981075200000000000e+13 1.427922100000000002e-18
1.159999999999999920e+00 4.365161900000000000e+13 1.099363999999999954e-18
1.159999999999999920e+00 4.786304400000000000e+13 8.426610899999999706e-19
1.159999999999999920e+00 5.248078000000000000e+13 6.428913400000000441e-19
1.159999999999999920e+00 5.754402200000000000e+13 4.880684100000000481e-19
1.159999999999999920e+00 6.309576200000000000e+13 3.686065699999999927e-19
1.159999999999999920e+00 6.918312300000000000e+13 2.768615099999999971e-19
1.159999999999999920e+00 7.585777900000000000e+13 2.067490099999999927e-19
1.159999999999999920e+00 8.317639500000000000e+13 1.534491899999999978e-19
1.159999999999999920e+00 9.120108900000000000e+13 1.131558100000000080e-19
1.159999999999999920e+00 1.000000000000000000e+14 8.287404900000000037e-20
1.159999999999999920e+00 1.096478100000000000e+14 6.025864099999999488e-20
1.159999999999999920e+00 1.202264200000000000e+14 4.348102999999999954e-20
1.159999999999999920e+00 1.318256400000000000e+14 3.112191399999999827e-20
1.159999999999999920e+00 1.445439200000000000e+14 2.208573199999999879e-20
1.159999999999999920e+00 1.584892400000000000e+14 1.553174600000000002e-20
1.159999999999999920e+00 1.737800000000000000e+14 1.081831600000000004e-20
1.159999999999999920e+00 1.905459600000000000e+14 7.458912999999999843e-21
1.159999999999999920e+00 2.089294700000000000e+14 5.087531099999999688e-21
1.159999999999999920e+00 2.290865800000000000e+14 3.430609600000000054e-21
1.159999999999999920e+00 2.511884300000000000e+14 2.285416999999999940e-21
1.159999999999999920e+00 2.754226000000000000e+14 1.503014200000000036e-21
1.159999999999999920e+00 3.019948500000000000e+14 9.750576299999999543e-22
1.159999999999999920e+00 3.311307400000000000e+14 6.234264500000000442e-22
1.159999999999999920e+00 3.630776100000000000e+14 3.925026299999999854e-22
1.159999999999999920e+00 3.981075300000000000e+14 2.430927800000000138e-22
1.159999999999999920e+00 4.365161800000000000e+14 1.479556299999999925e-22
1.159999999999999920e+00 4.786304200000000000e+14 8.839749399999999912e-23
1.159999999999999920e+00 5.248077900000000000e+14 5.178076700000000001e-23
1.159999999999999920e+00 5.754402600000000000e+14 2.970115000000000163e-23
1.159999999999999920e+00 6.309576100000000000e+14 1.665920200000000032e-23
1.159999999999999920e+00 6.918311800000000000e+14 9.123784600000000674e-24
1.159999999999999920e+00 7.585777900000000000e+14 4.871290200000000112e-24
1.159999999999999920e+00 8.317639000000000000e+14 2.531274400000000054e-24
1.159999999999999920e+00 9.120109400000000000e+14 1.277793300000000042e-24
1.159999999999999920e+00 9.999999900000000000e+14 6.254161200000000203e-25
1.159999999999999920e+00 1.096478100000000000e+15 2.961695899999999974e-25
1.159999999999999920e+00 1.202264200000000000e+15 1.353948199999999899e-25
1.159999999999999920e+00 1.318256300000000000e+15 5.960750100000000191e-26
1.159999999999999920e+00 1.445439300000000000e+15 2.520550799999999884e-26
1.159999999999999920e+00 1.584892500000000000e+15 1.020852699999999988e-26
1.159999999999999920e+00 1.737799900000000000e+15 3.948087100000000171e-27
1.159999999999999920e+00 1.905459600000000000e+15 1.453249799999999983e-27
1.159999999999999920e+00 2.089294600000000000e+15 5.073409799999999594e-28
1.159999999999999920e+00 2.290865800000000000e+15 1.673426699999999976e-28
1.159999999999999920e+00 2.511884200000000000e+15 5.193714299999999489e-29
1.159999999999999920e+00 2.754226200000000000e+15 1.510055200000000007e-29
1.159999999999999920e+00 3.019948500000000000e+15 4.093028800000000193e-30
1.159999999999999920e+00 3.311307300000000000e+15 1.028992700000000025e-30
1.159999999999999920e+00 3.630776100000000000e+15 2.385881599999999902e-31
1.159999999999999920e+00 3.981075200000000000e+15 5.071150800000000138e-32
1.159999999999999920e+00 4.365161800000000000e+15 9.816638499999999434e-33
1.159999999999999920e+00 4.786304000000000000e+15 1.718447800000000006e-33
1.159999999999999920e+00 5.248078000000000000e+15 2.699225899999999981e-34
1.159999999999999920e+00 5.754402600000000000e+15 3.773345499999999996e-35
1.159999999999999920e+00 6.309576500000000000e+15 4.651589099999999964e-36
1.159999999999999920e+00 6.918312400000000000e+15 5.007484200000000119e-37
1.159999999999999920e+00 7.585777700000000000e+15 4.657873499999999760e-38
1.159999999999999920e+00 8.317639000000000000e+15 3.700691900000000075e-39
1.159999999999999920e+00 9.120109600000000000e+15 2.479948000000000021e-40
1.179999999999999938e+00 1.000000000000000000e+12 6.850250200000000392e-15
1.179999999999999938e+00 1.096478100000000000e+12 5.680209700000000110e-15
1.179999999999999938e+00 1.202264200000000000e+12 4.706932899999999622e-15
1.179999999999999938e+00 1.318256400000000000e+12 3.897762300000000034e-15
1.179999999999999938e+00 1.445439200000000000e+12 3.225383900000000050e-15
1.179999999999999938e+00 1.584892500000000000e+12 2.666999900000000165e-15
1.179999999999999938e+00 1.737799900000000000e+12 2.203555399999999897e-15
1.179999999999999938e+00 1.905459600000000000e+12 1.819157199999999875e-15
1.179999999999999938e+00 2.089294600000000000e+12 1.500523700000000098e-15
1.179999999999999938e+00 2.290865900000000000e+12 1.236590699999999917e-15
1.179999999999999938e+00 2.511884300000000000e+12 1.018124400000000061e-15
1.179999999999999938e+00 2.754226200000000000e+12 8.374294499999999825e-16
1.179999999999999938e+00 3.019948400000000000e+12 6.880948900000000119e-16
1.179999999999999938e+00 3.311314700000000000e+12 5.647768499999999547e-16
1.179999999999999938e+00 3.630784100000000000e+12 4.630384000000000182e-16
1.179999999999999938e+00 3.981075300000000000e+12 3.791773400000000159e-16
1.179999999999999938e+00 4.365161900000000000e+12 3.101191400000000054e-16
1.179999999999999938e+00 4.786304300000000000e+12 2.533086400000000163e-16
1.179999999999999938e+00 5.248077800000000000e+12 2.066231100000000000e-16
1.179999999999999938e+00 5.754402600000000000e+12 1.683011300000000119e-16
1.179999999999999938e+00 6.309576400000000000e+12 1.368813599999999944e-16
1.179999999999999938e+00 6.918312000000000000e+12 1.111523700000000088e-16
1.179999999999999938e+00 7.585777800000000000e+12 9.011070699999999736e-17
1.179999999999999938e+00 8.317639300000000000e+12 7.292610199999999804e-17
1.179999999999999938e+00 9.120109300000000000e+12 5.891161100000000555e-17
1.179999999999999938e+00 9.999999800000000000e+12 4.749971200000000032e-17
1.179999999999999938e+00 1.096478100000000000e+13 3.822183200000000082e-17
1.179999999999999938e+00 1.202264200000000000e+13 3.069166299999999936e-17
1.179999999999999938e+00 1.318256400000000000e+13 2.459069000000000146e-17
